article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;stream:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string[];volume:string;year:int
1054937;A. Rupam Mahmood|Fahim Shahriar|Gautham Vasan|James Bergstra|Martin Jägersand|Yan Wang;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper231.html;oa;;RLJ;conf/rlc/VasanWSBJM24;2025-03-26;;;;;;1841-1854;;;;;;;Revisiting Sparse Rewards for Goal-Reaching Reinforcement Learning.;;;db/journals/rlj/rlj4.html#VasanWSBJM24;4;2024.0
1054938;Adam Labiosa|John U. Balis|Josiah P. Hanna|Nicholas E. Corrado|Yuxiao Qu;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper33.html;oa;;RLJ;conf/rlc/CorradoQBLH24;2025-03-26;;;;;;198-215;;;;;;;Guided Data Augmentation for Offline Reinforcement Learning and Imitation Learning.;;;db/journals/rlj/rlj1.html#CorradoQBLH24;1;2024.0
1054939;Amin Rakhsha|Amir-massoud Farahmand|Mark Bedaywi;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper270.html;oa;;RLJ;conf/rlc/BedaywiRF24;2025-03-26;;;;;;2071-2095;;;;;;;PID Accelerated Temporal Difference Algorithms.;;;db/journals/rlj/rlj5.html#BedaywiRF24;5;2024.0
1054940;Adam Jelley|Amos J. Storkey|Stefano V. Albrecht|Trevor McInroe;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper67.html;oa;;RLJ;conf/rlc/McInroeJAS24;2025-03-26;;;;;;516-546;;;;;;;Planning to Go Out-of-Distribution in Offline-to-Online Reinforcement Learning.;;;db/journals/rlj/rlj2.html#McInroeJAS24;2;2024.0
1054941;Akansha Kalra|Daniel S. Brown;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper237.html;oa;;RLJ;conf/rlc/KalraB24;2025-03-26;;;;;;1887-1910;;;;;;;Can Differentiable Decision Trees Enable Interpretable Reward Learning from Human Feedback?;;;db/journals/rlj/rlj4.html#KalraB24;4;2024.0
1054942;Kazuhiro Ota|Kenshi Abe|Peinan Zhang|Tetsuro Morimura;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper168.html;oa;;RLJ;conf/rlc/MorimuraOAZ24;2025-03-26;;;;;;1351-1376;;;;;;;Policy Gradient Algorithms with Monte Carlo Tree Learning for Non-Markov Decision Processes.;;;db/journals/rlj/rlj3.html#MorimuraOAZ24;3;2024.0
1054943;Lawson L. S. Wong|Linfeng Zhao;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper341.html;oa;;RLJ;conf/rlc/ZhaoW24;2025-03-26;;;;;;2359-2372;;;;;;;Learning to Navigate in Mazes with Novel Layouts using Abstract Top-down Maps.;;;db/journals/rlj/rlj5.html#ZhaoW24;5;2024.0
1054944;Bin Hu|Bin Liu 0022|Chenyang Zhao|Pu Zhang|Yuanhang Yang|Zenglin Xu|Zihao Zhou;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper161.html;oa;;RLJ;conf/rlc/HuZZZYX024;2025-03-26;;;;;;1289-1305;;;;;;;Enabling Intelligent Interactions between an Agent and an LLM: A Reinforcement Learning Approach.;;;db/journals/rlj/rlj3.html#HuZZZYX024;3;2024.0
1054945;Armin Karamzade|Kyungmin Kim 0002|Montek Kalsi|Roy Fox;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper280.html;oa;;RLJ;conf/rlc/Karamzade0KF24;2025-03-26;;;;;;2123-2139;;;;;;;Reinforcement Learning from Delayed Observations via World Models.;;;db/journals/rlj/rlj5.html#Karamzade0KF24;5;2024.0
1054946;Adam Wierman|Kishan Panaganti|Laixi Shi|Yanan Sui|Yisong Yue|Zhengfei Zhang;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper226.html;oa;;RLJ;conf/rlc/ZhangPSSWY24;2025-03-26;;;;;;1793-1821;;;;;;;Distributionally Robust Constrained Reinforcement Learning under Strong Duality.;;;db/journals/rlj/rlj4.html#ZhangPSSWY24;4;2024.0
1054947;Barbara E. Engelhardt|Finale Doshi-Velez|Jiayu Yao|Weiwei Pan;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper138.html;oa;;RLJ;conf/rlc/YaoPDE24;2025-03-26;;;;;;1138-1167;;;;;;;Inverse Reinforcement Learning with Multiple Planning Horizons.;;;db/journals/rlj/rlj3.html#YaoPDE24;3;2024.0
1054948;Amir-massoud Farahmand|Claas Voelcker|Eric Eaton|Igor Gilitschenski|Marcel Hussing;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper125.html;oa;;RLJ;conf/rlc/HussingVGFE24;2025-03-26;;;;;;995-1018;;;;;;;Dissecting Deep RL with High Update Ratios: Combatting Value Divergence.;;;db/journals/rlj/rlj2.html#HussingVGFE24;2;2024.0
1054949;Aurghya Maiti|Gaurav Sinha 0001|Rahul Madhavan|Siddharth Barman;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper319.html;oa;;RLJ;conf/rlc/MadhavanM0B24;2025-03-26;;;;;;2233-2263;;;;;;;Causal Contextual Bandits with Adaptive Context.;;;db/journals/rlj/rlj5.html#MadhavanM0B24;5;2024.0
1054950;Aravind Rajeswaran|Igor Mordatch|Kourosh Hakhamaneshi|Philipp Wu|Pieter Abbeel|Yuqing Du;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper328.html;oa;;RLJ;conf/rlc/WuHDMRA24;2025-03-26;;;;;;2284-2297;;;;;;;Semi-Supervised One Shot Imitation Learning.;;;db/journals/rlj/rlj5.html#WuHDMRA24;5;2024.0
1054951;Ann Nowé|Diederik M. Roijers|Eugenio Bargiacchi|Frans A. Oliehoek|Raphaël Avalos;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper23.html;oa;;RLJ;conf/rlc/AvalosBNRO24;2025-03-26;;;;;;108-129;;;;;;;Online Planning in POMDPs with State-Requests.;;;db/journals/rlj/rlj1.html#AvalosBNRO24;1;2024.0
1054952;Shin Ishii|Soichiro Nishimori|Sotetsu Koyamada;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper314.html;oa;;RLJ;conf/rlc/KoyamadaNI24;2025-03-26;;;;;;2218-2232;;;;;;;A Batch Sequential Halving Algorithm without Performance Degradation.;;;db/journals/rlj/rlj5.html#KoyamadaNI24;5;2024.0
1054953;Changling Li|Divyansh Garg|Joni Pajarinen|Pulkit Agrawal 0001|Zhang-Wei Hong;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper198.html;oa;;RLJ;conf/rlc/LiH0GP24;2025-03-26;;;;;;1598-1618;;;;;;;ROER: Regularized Optimal Experience Replay.;;;db/journals/rlj/rlj4.html#LiH0GP24;4;2024.0
1054954;Duilio Cirino|Marcello Restelli|Mirco Mutti|Riccardo Zamboni;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper95.html;oa;;RLJ;conf/rlc/ZamboniCRM24;2025-03-26;;;;;;676-692;;;;;;;The Limits of Pure Exploration in POMDPs: When the Observation Entropy is Enough.;;;db/journals/rlj/rlj2.html#ZamboniCRM24;2;2024.0
1054955;Adrien Bolland|Damien Ernst|Gaspard Lambrechts;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper105.html;oa;;RLJ;conf/rlc/LambrechtsBE24;2025-03-26;;;;;;763-784;;;;;;;Informed POMDP: Leveraging Additional Information in Model-Based RL.;;;db/journals/rlj/rlj2.html#LambrechtsBE24;2;2024.0
1054956;Brett Daley|Marlos C. Machado|Martha White;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper126.html;oa;;RLJ;conf/rlc/DaleyMW24;2025-03-26;;;;;;1019-1036;;;;;;;Demystifying the Recency Heuristic in Temporal-Difference Learning.;;;db/journals/rlj/rlj3.html#DaleyMW24;3;2024.0
1054957;Ankur Moitra|Noah Golowich;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper38.html;oa;;RLJ;conf/rlc/GolowichM24;2025-03-26;;;;;;302-341;;;;;;;The Role of Inherent Bellman Error in Offline Reinforcement Learning with Linear Function Approximation.;;;db/journals/rlj/rlj1.html#GolowichM24;1;2024.0
1054958;Frans A. Oliehoek|Matthijs T. J. Spaan|Miguel Suau;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper216.html;oa;;RLJ;conf/rlc/SuauSO24;2025-03-26;;;;;;1711-1732;;;;;;;Bad Habits: Policy Confounding and Out-of-Trajectory Generalization in RL.;;;db/journals/rlj/rlj4.html#SuauSO24;4;2024.0
1054959;Chen Tang 0001|Chenran Li|Jinning Li 0002|Masayoshi Tomizuka|Thomas Tian|Wei Zhan|Yuxin Chen;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper253.html;oa;;RLJ;conf/rlc/ChenTTLLTZ24;2025-06-26;;;;;;1950-1964;;;;;;;Quantifying Interaction Level Between Agents Helps Cost-efficient Generalization in Multi-agent Reinforcement Learning.;;;db/journals/rlj/rlj4.html#ChenTTLLTZ24;4;2024.0
1054960;A. Rupam Mahmood|Qingfeng Lan|Shuicheng Yan|Zhongwen Xu;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper55.html;oa;;RLJ;conf/rlc/LanMYX24;2025-03-26;;;;;;481-497;;;;;;;Learning to Optimize for Reinforcement Learning.;;;db/journals/rlj/rlj2.html#LanMYX24;2;2024.0
1054961;Dhawal Gupta|Kartik Choudhary|Philip S. Thomas;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper194.html;oa;;RLJ;conf/rlc/ChoudharyGT24;2025-03-26;;;;;;1546-1566;;;;;;;ICU-Sepsis: A Benchmark MDP Built from Real Medical Data.;;;db/journals/rlj/rlj4.html#ChoudharyGT24;4;2024.0
1054962;Anna Harutyunyan|David Abel|Mark K. Ho;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper89.html;oa;;RLJ;conf/rlc/AbelHH24;2025-03-26;;;;;;629-644;;;;;;;Three Dogmas of Reinforcement Learning.;;;db/journals/rlj/rlj2.html#AbelHH24;2;2024.0
1054963;Adam White 0001|Andrew Patterson|Martha White|Raksha Kumaraswamy|Samuel Neumann;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper330.html;oa;;RLJ;conf/rlc/PattersonNKW024;2025-03-26;;;;;;2298-2319;;;;;;;Cross-environment Hyperparameter Tuning for Reinforcement Learning.;;;db/journals/rlj/rlj5.html#PattersonNKW024;5;2024.0
1054964;Bjarne Gregori|Jannis Blüml|Kristian Kersting|Quentin Delfosse|Sebastian Sztwiertnia;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper46.html;oa;;RLJ;conf/rlc/DelfosseBGSK24;2025-03-26;;;;;;400-449;;;;;;;OCAtari: Object-Centric Atari 2600 Reinforcement Learning Environments.;;;db/journals/rlj/rlj1.html#DelfosseBGSK24;1;2024.0
1054965;Immanuel Trummer|Junxiong Wang|Kaiwen Wang|Nathan Kallus|Wen Sun 0002|Yueying Li;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper14.html;oa;;RLJ;conf/rlc/WangWLKT024;2025-03-26;;;;;;64-91;;;;;;;JoinGym: An Efficient Join Order Selection Environment.;;;db/journals/rlj/rlj1.html#WangWLKT024;1;2024.0
1054966;Alessandro Farinelli|Davide Camponogara|Davide Corsi;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper131.html;oa;;RLJ;conf/rlc/CorsiCF24;2025-03-26;;;;;;1106-1123;;;;;;;Aquatic Navigation: A Challenging Benchmark for Deep Reinforcement Learning.;;;db/journals/rlj/rlj3.html#CorsiCF24;3;2024.0
1054967;Alborz Geramifard|Rohan Chitnis|Shentao Yang;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper119.html;oa;;RLJ;conf/rlc/ChitnisYG24;2025-03-26;;;;;;946-960;;;;;;;Sequential Decision-Making for Inline Text Autocomplete.;;;db/journals/rlj/rlj2.html#ChitnisYG24;2;2024.0
1054968;Bram M. Renting|Catholijn M. Jonker|Holger H. Hoos|Thomas M. Moerland;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper268.html;oa;;RLJ;conf/rlc/RentingMHJ24;2025-03-26;;;;;;2059-2070;;;;;;;Towards General Negotiation Strategies with End-to-End Reinforcement Learning.;;;db/journals/rlj/rlj5.html#RentingMHJ24;5;2024.0
1054969;Motoki Omura|Takayuki Osa|Tatsuya Harada|Yusuke Mukuta;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper171.html;oa;;RLJ;conf/rlc/OmuraOMH24;2025-03-26;;;;;;1427-1440;;;;;;;Stabilizing Extreme Q-learning by Maclaurin Expansion.;;;db/journals/rlj/rlj3.html#OmuraOMH24;3;2024.0
1054970;Anthony GX-Chen|Nicolas Carion|Vlad Sobal|Wancong Zhang|Yann LeCun;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper242.html;oa;;RLJ;conf/rlc/ZhangGSLC24;2025-03-26;;;;;;1924-1949;;;;;;;Light-weight Probing of Unsupervised Representations for Reinforcement Learning.;;;db/journals/rlj/rlj4.html#ZhangGSLC24;4;2024.0
1054971;Ronald Parr|Sam Lobel;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper106.html;oa;;RLJ;conf/rlc/LobelP24;2025-03-26;;;;;;785-797;;;;;;;An Optimal Tightness Bound for the Simulation Lemma.;;;db/journals/rlj/rlj2.html#LobelP24;2;2024.0
1054972;Amy Zhang 0001|Caleb Chuck|Kevin Black|Max Rudolph|Misha Lvovsky|Scott Niekum;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper39.html;oa;;RLJ;conf/rlc/RudolphCBLN024;2025-03-26;;;;;;342-365;;;;;;;Learning Action-based Representations Using Invariance.;;;db/journals/rlj/rlj1.html#RudolphCBLN024;1;2024.0
1054973;Avanti Bhandarkar|Damon L. Woodard|Daniel E. Capecci|Olivia P. Dizon-Paradis|Stephen E. Wormald;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper304.html;oa;;RLJ;conf/rlc/Dizon-ParadisWC24;2025-03-26;;;;;;2162-2177;;;;;;;Resource Usage Evaluation of Discrete Model-Free Deep Reinforcement Learning Algorithms.;;;db/journals/rlj/rlj5.html#Dizon-ParadisWC24;5;2024.0
1054974;Honghao Wei|Lei Ying 0001|Qining Zhang;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper150.html;oa;;RLJ;conf/rlc/ZhangW024;2025-03-26;;;;;;1236-1251;;;;;;;Reinforcement Learning from Human Feedback without Reward Inference: Model-Free Algorithm and Instance-Dependent Analysis.;;;db/journals/rlj/rlj3.html#ZhangW024;3;2024.0
1054975;George Konidaris 0001|Rafael Rodríguez-Sánchez 0002;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper223.html;oa;;RLJ;conf/rlc/0002024;2025-03-26;;;;;;1733-1758;;;;;;;Learning Abstract World Models for Value-preserving Planning with Options.;;;db/journals/rlj/rlj4.html#0002024;4;2024.0
1054976;Arash A. Amini|Shuang Wu;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper12.html;oa;;RLJ;conf/rlc/WuA24;2025-03-26;;;;;;29-63;;;;;;;Graph Neural Thompson Sampling.;;;db/journals/rlj/rlj1.html#WuA24;1;2024.0
1054977;Alin Albu-Schäffer|Antonin Raffin|Freek Stulp|Jens Kober|João Silvério|Olivier Sigaud;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper18.html;oa;;RLJ;conf/rlc/RaffinSKASS24;2025-03-26;;;;;;92-107;;;;;;;An Open-Loop Baseline for Reinforcement Learning Locomotion Tasks.;;;db/journals/rlj/rlj1.html#RaffinSKASS24;1;2024.0
1054978;Christopher Amato|Daniel Melcer|Stavros Tripakis;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper254.html;oa;;RLJ;conf/rlc/MelcerAT24;2025-03-26;;;;;;1965-1994;;;;;;;Shield Decomposition for Safe Reinforcement Learning in General Partially Observable Multi-Agent Environments.;;;db/journals/rlj/rlj4.html#MelcerAT24;4;2024.0
1054979;Benjamin Ellis|Cong Lu|Jakob Nicolaus Foerster|Matthew Thomas Jackson|Michael T. Matthews|Shimon Whiteson;;;;;;;;;;;https://rlj.cs.umass.edu/2024/papers/Paper233.html;oa;;RLJ;conf/rlc/JacksonMLEWF24;2025-03-26;;;;;;1855-1872;;;;;;;Policy-Guided Diffusion.;;;db/journals/rlj/rlj4.html#JacksonMLEWF24;4;2024.0
2973097;Bart Verheecke|Davy Suvée|María Agustina Cibrán|Viviane Jonckers|Wim Vanderperren;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0017-2;;;World Wide Web;conf/www/CibranVVSJ07;2017-05-23;;;;;3;211-242;;;;;;;Aspect-oriented Programming for Dynamic Web Service Selection, Integration and Management.;;;db/journals/www/www10.html#CibranVVSJ07;;2007.0
2973397;Hongjian Fan|Kotagiri Ramamohanarao;;0000-0003-3304-9268;;;;;;;;;https://doi.org/10.1007/s11280-006-0012-7;;;World Wide Web;conf/www/RamamohanaraoF07;2017-06-05;;;;;1;71-83;;;;;;;Patterns Based Classifiers.;;;db/journals/www/www10.html#RamamohanaraoF07;;2007.0
2973912;David L. Martin 0001|Deborah L. McGuinness|Drew V. McDermott|Evren Sirin|Katia P. Sycara|Mark H. Burstein|Massimo Paolucci 0001|Naveen Srinivasan|Sheila A. McIlraith;;0000-0001-5635-1406|0000-0001-7037-4567;;;;;;;;;https://doi.org/10.1007/s11280-007-0033-x;oa;;World Wide Web;conf/www/MartinBMMPSMSS07;2025-12-07;;;;;3;243-277;;;;;;;Bringing Semantics to Web Services with OWL-S.;;;db/journals/www/www10.html#MartinBMMPSMSS07;;2007.0
2974983;Jeffrey Scott Vitter|Lipyeow Lim|Min Wang 0001|Ramesh C. Agarwal|Sriram Padmanabhan;;0000-0001-7970-6118;;;;;;;;;https://doi.org/10.1007/s11280-006-0009-2;;;World Wide Web;conf/www/LimWPVA07;2023-03-21;;;;;1;37-69;;;;;;;Efficient Update of Indexes for Dynamically Changing Web Documents.;;;db/journals/www/www10.html#LimWPVA07;;2007.0
2975183;Andrzej Cichocki|Dimitrios Georgakopoulos 0001|Donald Baker|Marian H. Nodine;;0000-0001-7880-2140;;;;;;;;;https://doi.org/10.1007/s11280-006-0015-4;;;World Wide Web;conf/www/GeorgakopoulosBNC07;2024-03-07;;;;;1;85-109;;;;;;;Event-driven Video Awareness Providing Physical Security.;;;db/journals/www/www10.html#GeorgakopoulosBNC07;;2007.0
2975387;Clement T. Yu|Hai He|Weiyi Meng|Yiyao Lu|Zonghuan Wu;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0010-9;;;World Wide Web;conf/www/HeMLYW07;2017-05-23;;;;;2;133-155;;;;;;;Towards Deeper Understanding of the Search Interfaces of the Deep Web.;;;db/journals/www/www10.html#HeMLYW07;;2007.0
2975616;Bing Liu 0001|Yanhong Zhai;;;;;;;;;;;https://doi.org/10.1007/s11280-007-0022-0|https://www.wikidata.org/entity/Q107903351;;;World Wide Web;conf/www/ZhaiL07;2022-03-16;;;;;2;113-132;;;;;;;Extracting Web Data Using Instance-Based Learning.;;;db/journals/www/www10.html#ZhaiL07;;2007.0
2976010;Istvan Beszteri|Petri Vuorimaa;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0008-3;;;World Wide Web;conf/www/BeszteriV07;2017-05-23;;;;;1;1-35;;;;;;;Vertical Navigation of Layout Adapted Web Documents.;;;db/journals/www/www10.html#BeszteriV07;;2007.0
2976939;Fatih Gelgi|Hasan Davulcu|Srinivas Vadrevu;;;;;;;;;;;https://doi.org/10.1007/s11280-007-0021-1;;;World Wide Web;conf/www/VadrevuGD07;2017-05-23;;;;;2;157-179;;;;;;;Information Extraction from Web Pages Using Presentation Regularities and Domain Knowledge.;;;db/journals/www/www10.html#VadrevuGD07;;2007.0
2978160;Daniel A. Menascé|Vasudeva Akula;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0011-8;;;World Wide Web;conf/www/MenasceA07;2017-05-23;;;;;2;181-204;;;;;;;Improving the Performance of Online Auctions Through Server-side Activity-based Caching.;;;db/journals/www/www10.html#MenasceA07;;2007.0
2978393;Anis Charfi|Mira Mezini;;;;;;;;;;;https://doi.org/10.1007/s11280-006-0016-3|https://www.wikidata.org/entity/Q126269876;;;World Wide Web;conf/www/CharfiM07;2025-01-19;;;;;3;309-344;;;;;;;AO4BPEL: An Aspect-oriented Extension to BPEL.;;;db/journals/www/www10.html#CharfiM07;;2007.0
2980395;Anne H. H. Ngu|Erich J. Neuhold|Masaru Kitsuregawa;;;;;;;;;;;https://doi.org/10.1007/s11280-007-0023-z;;;World Wide Web;conf/www/NguKN07;2017-05-23;;;;;2;111-112;;;;;;;Editorial.;;;db/journals/www/www10.html#NguKN07;;2007.0
2981392;Morgan Ericsson;;0000-0003-1173-5187;;;;;;;;;https://doi.org/10.1007/s11280-007-0032-y;;;World Wide Web;conf/www/Ericsson07;2017-06-05;;;;;3;279-307;;;;;;;The Effects of XML Compression on SOAP Performance.;;;db/journals/www/www10.html#Ericsson07;;2007.0
2981464;Jean-Philippe Martin-Flatin|Welf Löwe;;;;;;;;;;;https://doi.org/10.1007/s11280-007-0035-8;;;World Wide Web;conf/www/Martin-FlatinL07;2017-05-23;;;;;3;205-209;;;;;;;Special Issue on Recent Advances in Web Services.;;;db/journals/www/www10.html#Martin-FlatinL07;;2007.0
3737999;Mohammad Arif Ul Alam|Nilavra Pathak|Nirmalya Roy;;;;;;;;;;;https://doi.org/10.4108/eai.22-7-2015.2260073;;;EAI Endorsed Trans. Ubiquitous Environ.;conf/mobiquitous/AlamPR15;2020-04-24;;;;;7;e2;;;;;;;Mobeacon: An iBeacon-Assisted Smartphone-Based Real Time Activity Recognition Framework.;;;db/journals/ue/ue2.html#AlamPR15;2;2015.0
7990444;Manuel Bautista Garcia;;0000-0003-2615-422X;;;;;;;;;https://doi.org/10.1504/IJLT.2020.112170;;;Int. J. Learn. Technol.;journals/ijlt/Garcia20;2022-04-27;;;;;3;234-254;;;;;;;Augmented reality in history education: an immersive storytelling of American colonisation period in the Philippines.;;;db/journals/ijlt/ijlt15.html#Garcia20;15;2020.0
7990445;António A. Moreira|Manuel J. de S. Santos|Vânia Carlos;;;;;;;;;;;https://doi.org/10.1504/IJLT.2025.146790;;;Int. J. Learn. Technol.;journals/ijlt/SantosCM25;2025-07-02;;;;;2;115-165;;;;streams/journals/ijlt;;;Citizen science co-constructed educational practices: a teacher training course.;;;db/journals/ijlt/ijlt20.html#SantosCM25;20;2025.0
7990446;Tom Page;;;;;;;;;;;https://doi.org/10.1504/IJLT.2005.006521;;;Int. J. Learn. Technol.;journals/ijlt/Page05;2020-04-16;;;;;3;339-351;;;;;;;A learner evaluation of the use of intranet-based instructional resources and MLE in support of the teaching and learning of CAE.;;;db/journals/ijlt/ijlt1.html#Page05;1;2005.0
7990447;Diógines Goldoni|Helena Macedo Reis|Mateus Morial Carrascoso|Patrícia A. Jaques;;0000-0001-8675-6287;;;;;;;;;https://doi.org/10.1504/IJLT.2023.132758;;;Int. J. Learn. Technol.;journals/ijlt/GoldoniRCJ23;2024-05-07;;;;;2;207-236;;;;;;;Computational tools to teach and develop socio-emotional skills: a systematic mapping.;;;db/journals/ijlt/ijlt18.html#GoldoniRCJ23;18;2023.0
7990448;Jane E. Sinclair|Russell Boyatt;;0000-0001-6814-2521;;;;;;;;;https://doi.org/10.1504/IJLT.2013.052827;;;Int. J. Learn. Technol.;journals/ijlt/BoyattS13;2020-04-16;;;;;1;61-85;;;;;;;Meeting learners' needs inside the educational cloud.;;;db/journals/ijlt/ijlt8.html#BoyattS13;8;2013.0
7990449;Daniela Bartalesi-Graf|David N. O'Steen|João Filipe Matos|Nikoletta Agonács;;0000-0002-5546-5257|0000-0003-1120-9515;;;;;;;;;https://doi.org/10.1504/IJLT.2019.106553;;;Int. J. Learn. Technol.;journals/ijlt/AgonacsMBO19;2025-05-01;;;;;4;304-330;;;;;;;On the path to self-determined learning: a mixed methods study of learners' attributes and strategies to learn in language MOOCs.;;;db/journals/ijlt/ijlt14.html#AgonacsMBO19;14;2019.0
7990450;Sean Duignan|Tony Hall;;;;;;;;;;;https://doi.org/10.1504/IJLT.2010.031614;;;Int. J. Learn. Technol.;journals/ijlt/DuignanH10;2020-04-16;;;;;1;25-41;;;;;;;From virtual machines to actual systems - realising the potential of virtualisation technologies for teaching, learning, and assessment in 'computing' education.;;;db/journals/ijlt/ijlt5.html#DuignanH10;5;2010.0
7990451;Antonio Sánchez-Mena|Enrique Navarro-Asencio|Sandra Gutiérrez Vega|Sara Redondo-Duarte;;0000-0002-3052-146X|0000-0003-2012-8784;;;;;;;;;https://doi.org/10.1504/IJLT.2017.083998;;;Int. J. Learn. Technol.;journals/ijlt/Redondo-DuarteS17;2023-09-30;;;;;1;3-25;;;;;;;Design of a pedagogical model to promote knowledge generation in virtual communities.;;;db/journals/ijlt/ijlt12.html#Redondo-DuarteS17;12;2017.0
7990452;Arthur C. Graesser|Scotty D. Craig|Sidney K. D'Mello;;;;;;;;;;;https://doi.org/10.1504/IJLT.2009.028805;;;Int. J. Learn. Technol.;journals/ijlt/DMelloCG09;2020-04-16;;;;;3/4;165-187;;;;;;;Multimethod assessment of affective experience and expression during deep learning.;;;db/journals/ijlt/ijlt4.html#DMelloCG09;4;2009.0
7990453;Aimee Pernsteiner|D'Arcy Becker|Dawna Drum;;;;;;;;;;;https://doi.org/10.1504/IJLT.2016.081709;;;Int. J. Learn. Technol.;journals/ijlt/BeckerPD16;2020-04-16;;;;;4;270-284;;;;;;;The roles of technology acceptance and computer learner aptitude on accounting student learning achievement with IDEA software.;;;db/journals/ijlt/ijlt11.html#BeckerPD16;11;2016.0
7990454;Rafiza Abdul Razak|Siti Hajar Halili;;0000-0002-1604-7781|0000-0003-0993-1293;;;;;;;;;https://doi.org/10.1504/IJLT.2018.095962|https://www.wikidata.org/entity/Q128981399;;;Int. J. Learn. Technol.;journals/ijlt/HaliliR18;2025-01-19;;;;;3;203-219;;;;;;;Flipped classroom approach for preschool students in learning English language.;;;db/journals/ijlt/ijlt13.html#HaliliR18;13;2018.0
7990455;Mohammad Kaisb Layous Alhasnawi|Salih Hajem Glood|Suad Shatti Azeez;;0000-0002-3176-0382;;;;;;;;;https://doi.org/10.1504/IJLT.2023.131311;;;Int. J. Learn. Technol.;journals/ijlt/AzeezGA23;2025-08-05;;;;;1;44-78;;;;;;;Extending the technology acceptance model to understand the use of e-learning during COVID-19 pandemic for enhancing learning process: Iraqi universities' students.;;;db/journals/ijlt/ijlt18.html#AzeezGA23;18;2023.0
7990456;Georgia Virla|Nikolaos K. Tselios|Vassilis Komis;;0000-0001-6909-2765|0000-0002-4454-2499;;;;;;;;;https://doi.org/10.1504/IJLT.2015.069452;;;Int. J. Learn. Technol.;journals/ijlt/VirlaTK15;2026-01-04;;;;;1;4-29;;;;;;;Investigating preschoolers' problem solving strategies in computer-mediated collaborative environments.;;;db/journals/ijlt/ijlt10.html#VirlaTK15;10;2015.0
